,path,vbz_decompression_results,vbz_compression_results,our_compression_results,our_decompression_results
0,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_410.pod5,20.750203609466553,2.605710983276367,2.484894037246704,3.018303632736206
1,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_408.pod5,7.451035976409912,2.2129080295562744,2.0943245887756348,2.5628392696380615
2,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_409.pod5,15.732648372650146,2.3223021030426025,2.2195873260498047,2.612510919570923
3,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_420.pod5,27.547274351119995,4.048517465591431,3.873511552810669,4.710729122161865
4,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_411.pod5,30.22086477279663,3.1056160926818848,2.915802478790283,3.489114999771118
5,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_412.pod5,13.925299644470215,2.3278093338012695,2.7481536865234375,2.689211845397949
6,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_413.pod5,11.945972442626953,2.3809306621551514,2.2525861263275146,2.6333212852478027
7,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_414.pod5,16.141809463500977,2.365194320678711,2.246891975402832,2.6421079635620117
8,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_415.pod5,30.357372999191284,3.0540051460266113,2.829038381576538,3.3565170764923096
9,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_416.pod5,25.144147872924805,2.8242580890655518,2.6748745441436768,3.1736435890197754
10,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_417.pod5,16.72168207168579,2.6406309604644775,2.49017333984375,2.940080404281616
11,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_418.pod5,22.190317153930664,2.299907684326172,2.20424747467041,2.567261219024658
12,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_419.pod5,23.107198238372803,2.504218339920044,2.41821026802063,2.7916975021362305
13,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_430.pod5,16.18571424484253,2.7446787357330322,2.6030681133270264,3.3118767738342285
14,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_421.pod5,21.016652822494507,2.3938629627227783,2.257005453109741,2.7465620040893555
15,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_422.pod5,19.578407049179077,2.0369179248809814,1.954737901687622,2.3730380535125732
16,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_423.pod5,10.341437339782715,1.6366136074066162,1.5550355911254883,2.017334222793579
17,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_424.pod5,15.705744743347168,2.381624937057495,2.4573090076446533,3.3228113651275635
18,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_425.pod5,3.686856746673584,2.5708651542663574,2.5020086765289307,4.459534645080566
19,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26223/PAF26223_pass_89206861_426.pod5,2.481832504272461,2.431128740310669,2.6124765872955322,4.188162565231323
