,path,vbz_decompression_results,vbz_compression_results,our_compression_results,our_decompression_results
0,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26161/PAF26161_pass_20b9b35e_386.pod5,18.653315782546997,2.3033559322357178,2.199101686477661,2.5477046966552734
1,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26161/PAF26161_pass_20b9b35e_387.pod5,20.894841194152832,2.4116837978363037,2.299420118331909,2.752690076828003
2,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26161/PAF26161_pass_20b9b35e_388.pod5,13.752659797668457,1.8684239387512207,1.7617132663726807,2.1104819774627686
3,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26161/PAF26161_pass_20b9b35e_389.pod5,21.038198471069336,2.6117303371429443,2.4719741344451904,3.011793613433838
4,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26161/PAF26161_pass_20b9b35e_390.pod5,19.251487970352173,2.5050714015960693,2.704777240753174,2.82210373878479
5,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26161/PAF26161_pass_20b9b35e_391.pod5,17.766051054000854,2.489626407623291,2.3688607215881348,2.9035098552703857
6,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26161/PAF26161_pass_20b9b35e_392.pod5,18.86780309677124,2.3343307971954346,2.217773914337158,2.6487245559692383
7,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26161/PAF26161_pass_20b9b35e_393.pod5,21.992830514907837,2.7513163089752197,2.6574466228485107,3.1599183082580566
8,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26161/PAF26161_pass_20b9b35e_394.pod5,27.00324320793152,4.018450736999512,3.6799700260162354,4.63617730140686
9,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26161/PAF26161_pass_20b9b35e_395.pod5,20.341880559921265,2.56455397605896,2.4365084171295166,2.9175617694854736
10,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26161/PAF26161_pass_20b9b35e_396.pod5,10.710601806640625,1.3758552074432373,1.3227057456970215,1.6215453147888184
11,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26161/PAF26161_pass_20b9b35e_397.pod5,14.303698539733887,1.5959210395812988,1.513904333114624,1.8379290103912354
12,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_PAF26161/PAF26161_pass_20b9b35e_398.pod5,8.324546575546265,3.0121631622314453,2.199620008468628,2.6030309200286865
