,path,vbz_decompression_results,vbz_compression_results,our_compression_results,our_decompression_results
0,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_118.pod5,17.51779580116272,34.794456005096436,3.423353672027588,4.137617111206055
1,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_119.pod5,19.995407581329346,39.952173948287964,3.814601182937622,4.710571050643921
2,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_12.pod5,13.191061973571777,22.0756618976593,2.3093764781951904,2.9992520809173584
3,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_120.pod5,20.272507667541504,43.355881214141846,3.635138511657715,4.598016262054443
4,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_121.pod5,20.249241828918457,42.98651742935181,3.4114034175872803,4.255020618438721
5,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_114.pod5,26.781043767929077,53.772448778152466,3.9596352577209473,5.078344821929932
6,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_115.pod5,24.03819441795349,48.88933706283569,3.596677780151367,4.477931261062622
7,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_113.pod5,23.6703839302063,58.2771954536438,3.747962236404419,4.6791064739227295
8,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_109.pod5,26.25682759284973,28.372304916381836,3.999739170074463,5.062833070755005
9,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_11.pod5,15.629186153411865,17.197957277297974,2.6037235260009766,3.2597949504852295
10,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_110.pod5,24.282819509506226,25.62465214729309,3.7658636569976807,4.715475797653198
11,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_111.pod5,26.40429401397705,23.24829912185669,3.9597811698913574,5.210367202758789
12,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_112.pod5,27.48141646385193,23.892731428146362,3.982316732406616,5.204221725463867
13,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_107.pod5,25.941585302352905,24.388415336608887,3.9941723346710205,6.962663650512695
14,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_108.pod5,27.676377058029175,24.525312185287476,3.993950605392456,8.771397113800049
15,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_106.pod5,24.743993043899536,21.89095973968506,3.780885696411133,9.498325824737549
16,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_104.pod5,26.226370096206665,24.07612633705139,4.102567672729492,11.094180345535278
17,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_105.pod5,24.317538738250732,22.51871132850647,3.7647085189819336,10.697837352752686
18,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_103.pod5,20.58720064163208,20.17923092842102,3.290801525115967,9.69685983657837
19,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.4.1_giab_2023.05/PAO89685_pass__2264ba8c_afee3a87_0.pod5,11.431425333023071,8.686628580093384,1.7077152729034424,5.015437841415405
