,path,vbz_decompression_results,vbz_compression_results,our_compression_results,our_decompression_results
0,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_Q20_ULK_Cliveome/PAG51904_pass_2548f8f4_0.pod5,7.933681011199951,19.20934247970581,5.442616939544678,2.1795177459716797
1,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_Q20_ULK_Cliveome/PAG51904_pass_2548f8f4_1.pod5,10.450107097625732,12.92736554145813,6.98616361618042,2.971726655960083
2,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_Q20_ULK_Cliveome/PAG51904_pass_2548f8f4_10.pod5,48.11395335197449,64.53074741363525,34.86809206008911,16.540032625198364
3,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_Q20_ULK_Cliveome/PAG51904_pass_2548f8f4_12.pod5,55.004311084747314,41.352612257003784,44.507752895355225,33.613067626953125
4,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_Q20_ULK_Cliveome/PAG51904_pass_2548f8f4_7.pod5,53.71459412574768,33.06789422035217,31.278974294662476,48.02851963043213
5,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_Q20_ULK_Cliveome/PAG51904_pass_2548f8f4_11.pod5,52.51733374595642,44.796242237091064,47.79994010925293,46.62261343002319
6,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_Q20_ULK_Cliveome/PAG51904_pass_2548f8f4_13.pod5,49.30869460105896,29.43068528175354,28.892924785614014,28.70275616645813
7,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_Q20_ULK_Cliveome/PAG51904_pass_2548f8f4_14.pod5,49.01565098762512,45.564677715301514,44.29711079597473,44.2048602104187
8,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_Q20_ULK_Cliveome/PAG51904_pass_2548f8f4_15.pod5,51.08091139793396,30.15801453590393,29.880988597869873,28.66542911529541
9,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_Q20_ULK_Cliveome/PAG51904_pass_2548f8f4_4.pod5,50.541868686676025,51.00680756568909,50.528276205062866,48.9507052898407
10,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_Q20_ULK_Cliveome/PAG51904_pass_2548f8f4_16.pod5,40.20973873138428,28.742665767669678,32.522578954696655,30.949719190597534
11,/data/pgnanoraw/data_demo/DATABASE_POD5/R10.3_Q20_ULK_Cliveome/PAG51904_pass_2548f8f4_17.pod5,31.7480251789093,48.76759147644043,46.33929395675659,47.69937515258789
